event_id,market_group_key,market_family,scope,segment,participant,team_name,line,milestone_value,book,selection,price_american,fair_prob,model_prob,edge_pct_points
33984819,33984819|player|full_game|home_runs_milestones|pete_alonso|ou_or_side|,home_runs_milestones,player,full_game,Pete Alonso,nan,,,DraftKings,2+,3800.0,0.11262798634812286,,
33984819,33984819|player|full_game|home_runs_milestones|samuel_basallo|ou_or_side|,home_runs_milestones,player,full_game,Samuel Basallo,nan,,,DraftKings,1+,454.0,0.8925106713232441,,
33984819,33984819|player|full_game|home_runs_milestones|samuel_basallo|ou_or_side|,home_runs_milestones,player,full_game,Samuel Basallo,nan,,,DraftKings,2+,4500.0,0.10748932867675591,,
33984819,33984819|player|full_game|home_runs_milestones|taylor_ward|ou_or_side|,home_runs_milestones,player,full_game,Taylor Ward,nan,,,DraftKings,1+,531.0,0.9102545868297539,,
33984819,33984819|player|full_game|home_runs_milestones|taylor_ward|ou_or_side|,home_runs_milestones,player,full_game,Taylor Ward,nan,,,DraftKings,2+,6300.0,0.08974541317024606,,
33984819,33984819|player|full_game|home_runs_milestones|tim_tawa|ou_or_side|,home_runs_milestones,player,full_game,Tim Tawa,nan,,,DraftKings,1+,840.0,0.9004237288135594,,
33984819,33984819|player|full_game|home_runs_milestones|tim_tawa|ou_or_side|,home_runs_milestones,player,full_game,Tim Tawa,nan,,,DraftKings,2+,8400.0,0.09957627118644068,,
33984819,33984819|player|full_game|moneyline|ari_diamondbacks|ou_or_side|,moneyline,player,full_game,ARI Diamondbacks,ARI Diamondbacks,,,DraftKings,away,135.0,0.5,0.57,6.999999999999995
33984819,33984819|player|full_game|moneyline|ari_diamondbacks|ou_or_side|,moneyline,player,full_game,ARI Diamondbacks,nan,,,DraftKings,yes,135.0,0.5,0.57,6.999999999999995
33984819,33984819|player|full_game|moneyline|bal_orioles|ou_or_side|,moneyline,player,full_game,BAL Orioles,BAL Orioles,,,DraftKings,home,-163.0,0.5,0.57,6.999999999999995
33984819,33984819|player|full_game|moneyline|bal_orioles|ou_or_side|,moneyline,player,full_game,BAL Orioles,nan,,,DraftKings,yes,-163.0,0.5,0.57,6.999999999999995
33984819,33984819|player|full_game|spread|ari_diamondbacks|ou_or_side|1.5,spread,player,full_game,ARI Diamondbacks,ARI Diamondbacks,1.5,,DraftKings,away,-156.0,0.5,,
33984819,33984819|player|full_game|spread|ari_diamondbacks|ou_or_side|1.5,spread,player,full_game,ARI Diamondbacks,nan,1.5,,DraftKings,yes,-156.0,0.5,,
33984819,33984819|player|full_game|spread|bal_orioles|ou_or_side|-1.5,spread,player,full_game,BAL Orioles,BAL Orioles,-1.5,,DraftKings,home,129.0,0.5,,
33984819,33984819|player|full_game|spread|bal_orioles|ou_or_side|-1.5,spread,player,full_game,BAL Orioles,nan,-1.5,,DraftKings,yes,129.0,0.5,,
33984819,33984819|player|full_game|strikeouts_thrown_milestones|merrill_kelly|ou_or_side|,strikeouts_thrown_milestones,player,full_game,Merrill Kelly,nan,,,DraftKings,3+,-1080.0,0.27762911766586984,,
33984819,33984819|player|full_game|strikeouts_thrown_milestones|merrill_kelly|ou_or_side|,strikeouts_thrown_milestones,player,full_game,Merrill Kelly,nan,,,DraftKings,4+,-375.0,0.2394754085129579,,
