sport,event_id,market,selection,line,price,participant,opponent,team_name,home_team,away_team,book,fetched_at
mlb,33984826,strikeouts_thrown_milestones,3+,,-598.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984826,strikeouts_thrown_milestones,4+,,-210.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984826,strikeouts_thrown_milestones,5+,,108.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984826,strikeouts_thrown_milestones,6+,,232.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984826,strikeouts_thrown_milestones,7+,,486.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984826,strikeouts_thrown_milestones,8+,,1000.0,Reynaldo Lopez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,moneyline,yes,,104.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,moneyline,yes,,-126.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,spread,yes,-1.5,164.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,spread,yes,1.5,-201.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,game_total_runs,over,7.0,-118.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,game_total_runs,under,7.0,-102.0,,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,485.0,Garrett Mitchell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,5600.0,Garrett Mitchell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,496.0,Jake Bauers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,6000.0,Jake Bauers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,579.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,6000.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,540.0,Daulton Varsho,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,6600.0,Daulton Varsho,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,620.0,Eloy Jimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,6700.0,Eloy Jimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,581.0,William Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,7100.0,William Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,680.0,Brice Turang,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,8100.0,Brice Turang,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,780.0,Kazuma Okamoto,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,8300.0,Kazuma Okamoto,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,770.0,Jesus Sanchez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,8900.0,Jesus Sanchez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1060.0,Andres Gimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,10000.0,Andres Gimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,960.0,Blake Perkins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,10000.0,Blake Perkins,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,940.0,Brandon Valenzuela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,10000.0,Brandon Valenzuela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1100.0,David Hamilton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,10000.0,David Hamilton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1080.0,Nathan Lukes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,2+,,10000.0,Nathan Lukes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1100.0,Ernie Clement,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1220.0,Joey Ortiz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1240.0,Sal Frelick,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,home_runs_milestones,1+,,1500.0,Brandon Lockridge,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-284.0,Ernie Clement,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,186.0,Ernie Clement,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,800.0,Ernie Clement,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,4+,,3400.0,Ernie Clement,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-242.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,221.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,960.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,4+,,4000.0,Vladimir Guerrero Jr.,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-215.0,William Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,260.0,William Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1240.0,William Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-191.0,Brice Turang,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,296.0,Brice Turang,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1440.0,Brice Turang,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-167.0,Eloy Jimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,328.0,Eloy Jimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1560.0,Eloy Jimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-173.0,Sal Frelick,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,344.0,Sal Frelick,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1820.0,Sal Frelick,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-136.0,Daulton Varsho,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,418.0,Daulton Varsho,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1940.0,Daulton Varsho,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-142.0,Kazuma Okamoto,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,395.0,Kazuma Okamoto,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,1960.0,Kazuma Okamoto,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-146.0,Garrett Mitchell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,404.0,Garrett Mitchell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2200.0,Garrett Mitchell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-120.0,Jesus Sanchez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,470.0,Jesus Sanchez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2300.0,Jesus Sanchez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-122.0,Nathan Lukes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,471.0,Nathan Lukes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2400.0,Nathan Lukes,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-125.0,Jake Bauers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,487.0,Jake Bauers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2500.0,Jake Bauers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-128.0,Joey Ortiz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,484.0,Joey Ortiz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2800.0,Joey Ortiz,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-120.0,Brandon Lockridge,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,511.0,Brandon Lockridge,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,2900.0,Brandon Lockridge,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-108.0,Andres Gimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,556.0,Andres Gimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,3000.0,Andres Gimenez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,101.0,Brandon Valenzuela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,610.0,Brandon Valenzuela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,3300.0,Brandon Valenzuela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,1+,,-109.0,David Hamilton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,2+,,588.0,David Hamilton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,hits_milestones,3+,,3300.0,David Hamilton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,0.5,-1600.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,0.5,850.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,1.5,-425.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,1.5,310.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,2.5,-195.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,2.5,150.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,4.5,165.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,4.5,-220.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,5.5,285.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,5.5,-380.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,6.5,475.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,6.5,-700.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,7.5,750.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,7.5,-1400.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,8.5,1200.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,8.5,-2500.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,9.5,1900.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,9.5,-8000.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,0.5,-1100.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,0.5,650.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,1.5,-350.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,1.5,265.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,2.5,-175.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,2.5,135.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,4.5,160.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,4.5,-210.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,5.5,260.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,5.5,-340.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,6.5,400.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,6.5,-575.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,7.5,600.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,7.5,-900.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,8.5,900.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,8.5,-1800.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,over,9.5,1400.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,alternate_team_total_runs,under,9.5,-3500.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,team_total_runs,over,3.5,-110.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,team_total_runs,under,3.5,-120.0,MIL Brewers,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,team_total_runs,over,3.5,100.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,team_total_runs,under,3.5,-130.0,TOR Blue Jays,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,4+,,-1680.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,5+,,-610.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,6+,,-267.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,7+,,-130.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,8+,,152.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,9+,,296.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,10+,,563.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,11+,,1060.0,Jacob Misiorowski,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,4+,,-1020.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,5+,,-372.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,6+,,-172.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,7+,,116.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,8+,,227.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,9+,,446.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,10+,,850.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984828,strikeouts_thrown_milestones,11+,,1560.0,Kevin Gausman,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,436.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,4500.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,468.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,5100.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,475.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,5200.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,490.0,Willson Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,5400.0,Willson Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,572.0,Matt Wallner,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,5600.0,Matt Wallner,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,620.0,Kody Clemens,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,6100.0,Kody Clemens,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,565.0,Trevor Story,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,6100.0,Trevor Story,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,561.0,Jarren Duran,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,6500.0,Jarren Duran,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,740.0,Josh Bell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,8500.0,Josh Bell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,830.0,Carlos Narvaez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,9000.0,Carlos Narvaez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,800.0,Trevor Larnach,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,9300.0,Trevor Larnach,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,800.0,Masataka Yoshida,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,9400.0,Masataka Yoshida,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,830.0,Brooks Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,10000.0,Brooks Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,920.0,Ceddanne Rafaela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,10000.0,Ceddanne Rafaela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,1100.0,Tristan Gray,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,10000.0,Tristan Gray,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,900.0,Victor Caratini,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,2+,,10000.0,Victor Caratini,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,1080.0,Luke Keaschall,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,home_runs_milestones,1+,,1100.0,Caleb Durbin,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-261.0,Caleb Durbin,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,205.0,Caleb Durbin,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,870.0,Caleb Durbin,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,4+,,3900.0,Caleb Durbin,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-236.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,223.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1000.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,4+,,4500.0,Byron Buxton,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-216.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,254.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1140.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,4+,,5000.0,Roman Anthony,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-215.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,258.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1200.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,4+,,5100.0,Wilyer Abreu,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-239.0,Luke Keaschall,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,235.0,Luke Keaschall,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1120.0,Luke Keaschall,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-205.0,Trevor Larnach,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,268.0,Trevor Larnach,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1260.0,Trevor Larnach,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-205.0,Willson Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,268.0,Willson Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1280.0,Willson Contreras,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-200.0,Trevor Story,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,277.0,Trevor Story,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1320.0,Trevor Story,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-191.0,Jarren Duran,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,290.0,Jarren Duran,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1360.0,Jarren Duran,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-203.0,Josh Bell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,276.0,Josh Bell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1380.0,Josh Bell,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-185.0,Masataka Yoshida,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,286.0,Masataka Yoshida,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1380.0,Masataka Yoshida,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-195.0,Ceddanne Rafaela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,288.0,Ceddanne Rafaela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1540.0,Ceddanne Rafaela,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-178.0,Brooks Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,324.0,Brooks Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1640.0,Brooks Lee,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,1+,,-160.0,Carlos Narvaez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,2+,,357.0,Carlos Narvaez,,,,,DraftKings,2026-04-14T20:34:24Z
mlb,33984829,hits_milestones,3+,,1760.0,Carlos Narvaez,,,,,DraftKings,2026-04-14T20:34:24Z
