book,sport,event_id,market_id,selection_id,fetched_at,market_name,market_family,scope,segment,is_milestone,milestone_value,line,selection,participant,team_name,home_team,away_team,price_american,implied_prob,fair_prob,market_group_key,outcome_key,projection_mean,projection_prob,model_prob,edge_pct_points,score_status
FanDuel,mlb,35487017,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Washington Nationals,Pittsburgh Pirates,Washington Nationals,154.0,0.3937007874015748,,35487017|team|full_game|moneyline|washington_nationals|ou_or_side|0,35487017|team|full_game|moneyline|washington_nationals|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487017,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Pittsburgh Pirates,Pittsburgh Pirates,Washington Nationals,-184.0,0.647887323943662,,35487017|team|full_game|moneyline|pittsburgh_pirates|ou_or_side|0,35487017|team|full_game|moneyline|pittsburgh_pirates|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487026,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,away,,Arizona Diamondbacks,Baltimore Orioles,Arizona Diamondbacks,-154.0,0.6062992125984252,,35487026|team|full_game|spread|arizona_diamondbacks|ou_or_side|1.5,35487026|team|full_game|spread|arizona_diamondbacks|ou_or_side|1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487026,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,home,,Baltimore Orioles,Baltimore Orioles,Arizona Diamondbacks,128.0,0.43859649122807015,,35487026|team|full_game|spread|baltimore_orioles|ou_or_side|-1.5,35487026|team|full_game|spread|baltimore_orioles|ou_or_side|-1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487018,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Tampa Bay Rays,Chicago White Sox,Tampa Bay Rays,-136.0,0.576271186440678,,35487018|team|full_game|moneyline|tampa_bay_rays|ou_or_side|0,35487018|team|full_game|moneyline|tampa_bay_rays|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487018,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Chicago White Sox,Chicago White Sox,Tampa Bay Rays,116.0,0.46296296296296297,,35487018|team|full_game|moneyline|chicago_white_sox|ou_or_side|0,35487018|team|full_game|moneyline|chicago_white_sox|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487013,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Chicago Cubs,Philadelphia Phillies,Chicago Cubs,120.0,0.45454545454545453,,35487013|team|full_game|moneyline|chicago_cubs|ou_or_side|0,35487013|team|full_game|moneyline|chicago_cubs|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487013,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Philadelphia Phillies,Philadelphia Phillies,Chicago Cubs,-142.0,0.5867768595041323,,35487013|team|full_game|moneyline|philadelphia_phillies|ou_or_side|0,35487013|team|full_game|moneyline|philadelphia_phillies|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487014,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,San Francisco Giants,Cincinnati Reds,San Francisco Giants,-102.0,0.504950495049505,,35487014|team|full_game|moneyline|san_francisco_giants|ou_or_side|0,35487014|team|full_game|moneyline|san_francisco_giants|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487014,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,Cincinnati Reds,Cincinnati Reds,San Francisco Giants,-116.0,0.5370370370370371,,35487014|team|full_game|moneyline|cincinnati_reds|ou_or_side|0,35487014|team|full_game|moneyline|cincinnati_reds|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487015,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Los Angeles Angels,New York Yankees,Los Angeles Angels,152.0,0.3968253968253968,,35487015|team|full_game|moneyline|los_angeles_angels|ou_or_side|0,35487015|team|full_game|moneyline|los_angeles_angels|ou_or_side|0|away,,,,,unscored_no_projection
FanDuel,mlb,35487015,moneyline,home,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,home,,New York Yankees,New York Yankees,Los Angeles Angels,-180.0,0.6428571428571429,,35487015|team|full_game|moneyline|new_york_yankees|ou_or_side|0,35487015|team|full_game|moneyline|new_york_yankees|ou_or_side|0|home,,,,,unscored_no_projection
FanDuel,mlb,35487018,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,away,,Tampa Bay Rays,Chicago White Sox,Tampa Bay Rays,128.0,0.43859649122807015,,35487018|team|full_game|spread|tampa_bay_rays|ou_or_side|-1.5,35487018|team|full_game|spread|tampa_bay_rays|ou_or_side|-1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487018,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,home,,Chicago White Sox,Chicago White Sox,Tampa Bay Rays,-154.0,0.6062992125984252,,35487018|team|full_game|spread|chicago_white_sox|ou_or_side|1.5,35487018|team|full_game|spread|chicago_white_sox|ou_or_side|1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487014,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,away,,San Francisco Giants,Cincinnati Reds,San Francisco Giants,146.0,0.4065040650406504,,35487014|team|full_game|spread|san_francisco_giants|ou_or_side|-1.5,35487014|team|full_game|spread|san_francisco_giants|ou_or_side|-1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487014,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,home,,Cincinnati Reds,Cincinnati Reds,San Francisco Giants,-178.0,0.6402877697841727,,35487014|team|full_game|spread|cincinnati_reds|ou_or_side|1.5,35487014|team|full_game|spread|cincinnati_reds|ou_or_side|1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487015,spread,away,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,1.5,away,,Los Angeles Angels,New York Yankees,Los Angeles Angels,-134.0,0.5726495726495726,,35487015|team|full_game|spread|los_angeles_angels|ou_or_side|1.5,35487015|team|full_game|spread|los_angeles_angels|ou_or_side|1.5|away,,,,,unscored_no_projection
FanDuel,mlb,35487015,spread,home,2026-04-14T18:46:40Z,spread,spread,team,full_game,False,,-1.5,home,,New York Yankees,New York Yankees,Los Angeles Angels,112.0,0.4716981132075472,,35487015|team|full_game|spread|new_york_yankees|ou_or_side|-1.5,35487015|team|full_game|spread|new_york_yankees|ou_or_side|-1.5|home,,,,,unscored_no_projection
FanDuel,mlb,35487023,moneyline,away,2026-04-14T18:46:40Z,moneyline,moneyline,team,full_game,False,,0.0,away,,Kansas City Royals,Detroit Tigers,Kansas City Royals,104.0,0.49019607843137253,,35487023|team|full_game|moneyline|kansas_city_royals|ou_or_side|0,35487023|team|full_game|moneyline|kansas_city_royals|ou_or_side|0|away,,,,,unscored_no_projection
