event_id,scope,segment,market_family,participant,team_name,selection,projection_mean,projection_prob,projection_source,source_market_name,line
33984819,player,full_game,hits,Samuel Basallo,,under,0.8221,0.44692,model_stack+anchor,Samuel Basallo Hits O/U,0.5
33984819,player,full_game,hits,Taylor Ward,,1+,2.9569,0.93562,model_stack+anchor,Taylor Ward Hits,1.0
33984819,player,full_game,hits,Taylor Ward,,2+,2.9569,0.7721,model_stack+anchor,Taylor Ward Hits,2.0
33984819,player,full_game,hits,Taylor Ward,,3+,2.9569,0.54816,model_stack+anchor,Taylor Ward Hits,3.0
33984819,player,full_game,hits,Taylor Ward,,over,0.8132,0.54912,model_stack+anchor,Taylor Ward Hits O/U,0.5
33984819,player,full_game,hits,Taylor Ward,,under,0.8132,0.44836,model_stack+anchor,Taylor Ward Hits O/U,0.5
33984819,player,full_game,hits,Tim Tawa,,1+,2.9569,0.93476,model_stack+anchor,Tim Tawa Hits,1.0
33984819,player,full_game,hits,Tim Tawa,,2+,2.9569,0.77182,model_stack+anchor,Tim Tawa Hits,2.0
33984819,player,full_game,hits,Tim Tawa,,3+,2.9569,0.5477,model_stack+anchor,Tim Tawa Hits,3.0
33984819,player,full_game,hits,Tim Tawa,,over,0.8007,0.54014,model_stack+anchor,Tim Tawa Hits O/U,0.5
33984819,player,full_game,hits,Tim Tawa,,under,0.8007,0.45962,model_stack+anchor,Tim Tawa Hits O/U,0.5
33984819,player,full_game,hits_allowed,Merrill Kelly,,over,3.6427,0.1856,model_stack+anchor,Merrill Kelly Hits Allowed O/U,5.5
33984819,player,full_game,hits_allowed,Merrill Kelly,,under,3.6427,0.81914,model_stack+anchor,Merrill Kelly Hits Allowed O/U,5.5
33984819,player,full_game,hits_allowed,Trevor Rogers,,over,3.668,0.1852,model_stack+anchor,Trevor Rogers Hits Allowed O/U,5.5
33984819,player,full_game,hits_allowed,Trevor Rogers,,under,3.668,0.8131,model_stack+anchor,Trevor Rogers Hits Allowed O/U,5.5
33984819,player,full_game,hits_runs_rbis,Coby Mayo,,over,1.4794,0.42416,model_stack+anchor,Coby Mayo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Coby Mayo,,under,1.4794,0.57918,model_stack+anchor,Coby Mayo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Colton Cowser,,over,1.4833,0.4228,model_stack+anchor,Colton Cowser Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Colton Cowser,,under,1.4833,0.57838,model_stack+anchor,Colton Cowser Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Corbin Carroll,,over,1.5141,0.4312,model_stack+anchor,Corbin Carroll Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Corbin Carroll,,under,1.5141,0.5737,model_stack+anchor,Corbin Carroll Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Dylan Beavers,,over,1.4891,0.42476,model_stack+anchor,Dylan Beavers Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Dylan Beavers,,under,1.4891,0.57836,model_stack+anchor,Dylan Beavers Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Geraldo Perdomo,,over,1.5041,0.42274,model_stack+anchor,Geraldo Perdomo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Geraldo Perdomo,,under,1.5041,0.57062,model_stack+anchor,Geraldo Perdomo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Gunnar Henderson,,over,1.6082,0.2263,model_stack+anchor,Gunnar Henderson Hits + Runs + RBIs O/U,2.5
33984819,player,full_game,hits_runs_rbis,Gunnar Henderson,,under,1.6082,0.77046,model_stack+anchor,Gunnar Henderson Hits + Runs + RBIs O/U,2.5
33984819,player,full_game,hits_runs_rbis,Ildemaro Vargas,,over,1.4974,0.42532,model_stack+anchor,Ildemaro Vargas Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Ildemaro Vargas,,under,1.4974,0.5737,model_stack+anchor,Ildemaro Vargas Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,James McCann,,over,1.4753,0.41686,model_stack+anchor,James McCann Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,James McCann,,under,1.4753,0.5788,model_stack+anchor,James McCann Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jeremiah Jackson,,over,1.49,0.42304,model_stack+anchor,Jeremiah Jackson Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jeremiah Jackson,,under,1.49,0.57516,model_stack+anchor,Jeremiah Jackson Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jorge Barrosa,,over,1.4745,0.42044,model_stack+anchor,Jorge Barrosa Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jorge Barrosa,,under,1.4745,0.58236,model_stack+anchor,Jorge Barrosa Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jose Fernandez,,over,1.465,0.4108,model_stack+anchor,Jose Fernandez Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Jose Fernandez,,under,1.465,0.58672,model_stack+anchor,Jose Fernandez Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Ketel Marte,,over,1.5296,0.42948,model_stack+anchor,Ketel Marte Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Ketel Marte,,under,1.5296,0.5668,model_stack+anchor,Ketel Marte Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Leody Taveras,,over,1.5005,0.4261,model_stack+anchor,Leody Taveras Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Leody Taveras,,under,1.5005,0.5761,model_stack+anchor,Leody Taveras Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Nolan Arenado,,over,1.5054,0.42396,model_stack+anchor,Nolan Arenado Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Nolan Arenado,,under,1.5054,0.57016,model_stack+anchor,Nolan Arenado Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Pete Alonso,,over,1.5385,0.43246,model_stack+anchor,Pete Alonso Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Pete Alonso,,under,1.5385,0.56354,model_stack+anchor,Pete Alonso Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Samuel Basallo,,over,1.5164,0.4289,model_stack+anchor,Samuel Basallo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Samuel Basallo,,under,1.5164,0.5715,model_stack+anchor,Samuel Basallo Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Taylor Ward,,over,1.505,0.42842,model_stack+anchor,Taylor Ward Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Taylor Ward,,under,1.505,0.57498,model_stack+anchor,Taylor Ward Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Tim Tawa,,over,1.4718,0.4163,model_stack+anchor,Tim Tawa Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,hits_runs_rbis,Tim Tawa,,under,1.4718,0.5796,model_stack+anchor,Tim Tawa Hits + Runs + RBIs O/U,1.5
33984819,player,full_game,home_runs,Coby Mayo,,1+,4.0143,0.93866,model_stack+anchor,Coby Mayo Home Runs,1.0
33984819,player,full_game,home_runs,Coby Mayo,,2+,4.0143,0.81194,model_stack+anchor,Coby Mayo Home Runs,2.0
33984819,player,full_game,home_runs,Colton Cowser,,1+,4.0143,0.93688,model_stack+anchor,Colton Cowser Home Runs,1.0
33984819,player,full_game,home_runs,Colton Cowser,,2+,4.0143,0.8149,model_stack+anchor,Colton Cowser Home Runs,2.0
33984819,player,full_game,home_runs,Corbin Carroll,,1+,4.0143,0.93808,model_stack+anchor,Corbin Carroll Home Runs,1.0
33984819,player,full_game,home_runs,Corbin Carroll,,2+,4.0143,0.81302,model_stack+anchor,Corbin Carroll Home Runs,2.0
33984819,player,full_game,home_runs,Dylan Beavers,,1+,4.0143,0.93874,model_stack+anchor,Dylan Beavers Home Runs,1.0
33984819,player,full_game,home_runs,Dylan Beavers,,2+,4.0143,0.8131,model_stack+anchor,Dylan Beavers Home Runs,2.0
33984819,player,full_game,home_runs,Geraldo Perdomo,,1+,4.0143,0.93728,model_stack+anchor,Geraldo Perdomo Home Runs,1.0
33984819,player,full_game,home_runs,Geraldo Perdomo,,2+,4.0143,0.81322,model_stack+anchor,Geraldo Perdomo Home Runs,2.0
33984819,player,full_game,home_runs,Gunnar Henderson,,1+,4.0143,0.93694,model_stack+anchor,Gunnar Henderson Home Runs,1.0
33984819,player,full_game,home_runs,Gunnar Henderson,,2+,4.0143,0.81212,model_stack+anchor,Gunnar Henderson Home Runs,2.0
33984819,player,full_game,home_runs,Ildemaro Vargas,,1+,4.0143,0.93778,model_stack+anchor,Ildemaro Vargas Home Runs,1.0
33984819,player,full_game,home_runs,Ildemaro Vargas,,2+,4.0143,0.81024,model_stack+anchor,Ildemaro Vargas Home Runs,2.0
33984819,player,full_game,home_runs,James McCann,,1+,4.0143,0.9391,model_stack+anchor,James McCann Home Runs,1.0
33984819,player,full_game,home_runs,James McCann,,2+,4.0143,0.81344,model_stack+anchor,James McCann Home Runs,2.0
33984819,player,full_game,home_runs,Jeremiah Jackson,,1+,4.0143,0.93804,model_stack+anchor,Jeremiah Jackson Home Runs,1.0
33984819,player,full_game,home_runs,Jeremiah Jackson,,2+,4.0143,0.81542,model_stack+anchor,Jeremiah Jackson Home Runs,2.0
33984819,player,full_game,home_runs,Jorge Barrosa,,1+,4.0143,0.93826,model_stack+anchor,Jorge Barrosa Home Runs,1.0
33984819,player,full_game,home_runs,Jorge Barrosa,,2+,4.0143,0.81366,model_stack+anchor,Jorge Barrosa Home Runs,2.0
